feature,importance
ma_7_21_ratio,0.11069652
price_ma200_ratio,0.108860426
ma_21_50_ratio,0.10559587
volatility_20d,0.105443455
bb_position,0.10242624
rsi_14,0.10157984
return_20d,0.1005741
volatility_60d,0.09948974
return_5d,0.082755275
return_1d,0.0825785
