date,predicted_return,previous_price,predicted_price
2026-06-15,0.0018833416979759932,51202.26171875,51298.6930732756
2026-06-16,0.0015470420476049185,51298.6930732756,51378.054308447136
2026-06-17,0.0024436847306787968,51378.054308447136,51503.606075252676
2026-06-18,0.0019228322198614478,51503.606075252676,51602.63886845322
2026-06-19,0.0008799046045169234,51602.63886845322,51648.0442679988
2026-06-22,0.0014529833570122719,51648.0442679988,51723.08801674243
2026-06-23,0.0005571340443566442,51723.08801674243,51751.904709955816
2026-06-24,-3.3919746783794835e-05,51751.904709955816,51750.149298452474
2026-06-25,0.0004229226615279913,51750.149298452474,51772.035609328246
2026-06-26,0.0002874179626815021,51772.035609328246,51786.915822326955
2026-06-29,-0.0012184404768049717,51786.915822326955,51723.81654792014
2026-06-30,0.0013753818348050117,51723.81654792014,51794.95654562694
2026-07-01,-0.0001402026100549847,51794.95654562694,51787.69475753156
2026-07-02,0.0005701081827282906,51787.69475753156,51817.21934607746
2026-07-03,-0.00226013851352036,51817.21934607746,51700.10525296986
2026-07-06,0.0007531351293437183,51700.10525296986,51739.04241842664
2026-07-07,-0.00028306414606049657,51739.04241842664,51724.39695056648
2026-07-08,0.0023805699311196804,51724.39695056648,51847.530494652296
2026-07-09,0.0006411465583369136,51847.530494652296,51880.77236038721
2026-07-10,4.331700984039344e-05,51880.77236038721,51883.01968031407
2026-07-13,-0.0004934758180752397,51883.01968031407,51857.416664733115
2026-07-14,-0.00029100998654030263,51857.416664733115,51842.32563860749
2026-07-15,-0.0003786809684243053,51842.32563860749,51822.6939365293
2026-07-16,-0.0023169710766524076,51822.6939365293,51702.62225356415
2026-07-17,0.001083758077584207,51702.62225356415,51758.65538806374
2026-07-20,-0.0005954034859314561,51758.65538806374,51727.83810421856
2026-07-21,-0.0023598207626491785,51727.83810421856,51605.76967785327
2026-07-22,0.0038984862621873617,51605.76967785327,51806.954061991986
2026-07-23,0.00025287133757956326,51806.954061991986,51820.05455576156
2026-07-24,-0.0013674084329977632,51820.05455576156,51749.19537616361
