date,predicted_return,previous_price,predicted_price
2026-06-12,0.0004863694484811276,10471.7001953125,10476.793310361154
2026-06-15,-0.0015520037850365043,10476.793310361154,10460.533287488428
2026-06-16,-0.0005502158310264349,10460.533287488428,10454.777736472673
2026-06-17,0.0024998995941132307,10454.777736472673,10480.913631092626
2026-06-18,-0.000527542841155082,10480.913631092626,10475.384500137778
2026-06-19,-0.0004647577879950404,10475.384500137778,10470.515983609095
2026-06-22,-0.0005989827332086861,10470.515983609095,10464.244325327129
2026-06-23,-0.0006196239264681935,10464.244325327129,10457.760429170747
2026-06-24,-2.338498416065704e-05,10457.760429170747,10457.515874608755
2026-06-25,0.000373318325728178,10457.515874608755,10461.419856926339
2026-06-26,-0.00021455010573845357,10461.419856926339,10459.175358189861
2026-06-29,-0.00020450094598345459,10459.175358189861,10457.036446934904
2026-06-30,0.0022733351215720177,10457.036446934904,10480.80879515728
2026-07-01,0.001962298294529319,10480.80879515728,10501.375268381305
2026-07-02,0.0018010946223512292,10501.375268381305,10520.28923890448
2026-07-03,0.003942503128200769,10520.28923890448,10561.765512138438
2026-07-06,0.002096795244142413,10561.765512138438,10583.911371834038
2026-07-07,0.0021957564167678356,10583.911371834038,10607.151063143245
2026-07-08,0.00458277203142643,10607.151063143245,10655.761218368532
2026-07-09,0.004576943349093199,10655.761218368532,10704.53203380647
2026-07-10,0.005061445292085409,10704.53203380647,10758.712437072958
2026-07-13,0.0044866567477583885,10758.712437072958,10806.983086825943
2026-07-14,0.006389004644006491,10806.983086825943,10876.028951955373
2026-07-15,0.0065096719190478325,10876.028951955373,10946.828332214669
2026-07-16,0.005361243151128292,10946.828332214669,11005.516940637332
2026-07-17,0.005873595364391804,11005.516940637332,11070.158893922595
2026-07-20,0.006266462150961161,11070.158893922595,11139.529625636487
2026-07-21,0.006561342626810074,11139.529625636487,11212.619896211789
2026-07-22,0.005907207261770964,11212.619896211789,11278.855165886169
2026-07-23,0.00499859731644392,11278.855165886169,11335.233621050927
