date,predicted_return,previous_price,predicted_price
2026-06-12,0.0007076884503476322,8350.8701171875,8356.779931519786
2026-06-15,0.0009811082854866982,8356.779931519786,8364.978837550589
2026-06-16,-0.0016589468577876687,8364.978837550589,8351.101782192574
2026-06-17,0.0005581154255196452,8351.101782192574,8355.7626609173
2026-06-18,0.0027396248187869787,8355.7626609173,8378.654315683043
2026-06-19,0.003379285568371415,8378.654315683043,8406.968181294404
2026-06-22,0.002305229427292943,8406.968181294404,8426.34817174024
2026-06-23,0.003283377969637513,8426.34817174024,8454.015057691826
2026-06-24,0.0033259412739425898,8454.015057691826,8482.132615302735
2026-06-25,0.001927813165821135,8482.132615302735,8498.484582232757
2026-06-26,0.002668532310053706,8498.484582232757,8521.163062926938
2026-06-29,0.00229981099255383,8521.163062926938,8540.7601274084
2026-06-30,0.0015457610134035349,8540.7601274084,8553.962101438181
2026-07-01,0.0022057355381548405,8553.962101438181,8572.829879637353
2026-07-02,-0.001213210285641253,8572.829879637353,8562.429234250325
2026-07-03,-0.002548949094489217,8562.429234250325,8540.604038007055
2026-07-06,-0.0025266162119805813,8540.604038007055,8519.02520938452
2026-07-07,-0.002226242795586586,8519.02520938452,8500.059790886706
2026-07-08,-0.0007815597928129137,8500.059790886706,8493.416485917644
2026-07-09,0.0018452208023518324,8493.416485917644,8509.088714700496
2026-07-10,0.0012797240633517504,8509.088714700496,8519.978000285893
2026-07-13,-0.0008244503987953067,8519.978000285893,8512.95370102583
2026-07-14,0.001156920799985528,8512.95370102583,8522.80251423186
2026-07-15,0.0008061369881033897,8522.80251423186,8529.673060580883
2026-07-16,-0.0005143667804077268,8529.673060580883,8525.285680110781
2026-07-17,0.007007189095020294,8525.285680110781,8585.023968960386
2026-07-20,-0.0009361477568745613,8585.023968960386,8576.987118029128
2026-07-21,0.002814806764945388,8576.987118029128,8601.129679391806
2026-07-22,0.0039919097907841206,8601.129679391806,8635.464613170774
2026-07-23,0.00016596952627878636,8635.464613170774,8636.89783714182
