date,predicted_return,previous_price,predicted_price
2026-06-17,-0.000508141798857002,8453.6796875,8449.384019496632
2026-06-18,7.0889423856163e-05,8449.384019496632,8449.982991461713
2026-06-19,0.00014467800355494787,8449.982991461713,8451.205518130992
2026-06-22,-0.00013336902621988357,8451.205518130992,8450.078389080654
2026-06-23,0.0002850031608296513,8450.078389080654,8452.4866881308
2026-06-24,-0.00011454629484505134,8452.4866881308,8451.518487098449
2026-06-25,1.7026015428471247e-05,8451.518487098449,8451.662382782604
2026-06-26,4.239182394235892e-05,8451.662382782604,8452.020664166355
2026-06-29,-3.876602528175407e-05,8452.020664166355,8451.693012919606
2026-06-30,8.275722925721568e-05,8451.693012919606,8452.392451615888
2026-07-01,-3.32598429877605e-05,8452.392451615888,8452.111326370075
2026-07-02,4.943681096049735e-06,8452.111326370075,8452.153110913061
2026-07-03,1.2308773501967665e-05,8452.153110913061,8452.257146551308
2026-07-06,-1.1256001071992582e-05,8452.257146551308,8452.162007935805
2026-07-07,2.4029172497661764e-05,8452.162007935805,8452.36510639467
2026-07-08,-9.657240982461787e-06,8452.36510639467,8452.283479867967
2026-07-09,1.4354343077345538e-06,8452.283479867967,8452.295612565651
2026-07-10,3.5739432696546683e-06,8452.295612565651,8452.325820590668
2026-07-13,-3.268263021269769e-06,8452.325820590668,8452.298196166745
2026-07-14,6.977047656918719e-06,8452.298196166745,8452.35716825407
2026-07-15,-2.804051224632654e-06,8452.35716825407,8452.333467411601
2026-07-16,4.167889499487996e-07,8452.333467411601,8452.336990250793
2026-07-17,1.037720816974765e-06,8452.336990250793,8452.34576141684
2026-07-20,-9.489642998301396e-07,8452.34576141684,8452.337740442463
2026-07-21,2.025837303038433e-06,8452.337740442463,8452.354863503555
2026-07-22,-8.141769771141478e-07,8452.354863503555,8452.347981790823
2026-07-23,1.2101774902787267e-07,8452.347981790823,8452.349004674948
2026-07-24,3.0130990134234187e-07,8452.349004674948,8452.351551451393
2026-07-27,-2.7553879124521524e-07,8452.351551451393,8452.349222500663
2026-07-28,5.882168189452347e-07,8452.349222500663,8452.354194314636
