date,predicted_return,previous_price,predicted_price
2026-06-16,-0.008115097880363464,66289.5,65751.55421905965
2026-06-17,0.018148312345147133,65751.55421905965,66944.83396220602
2026-06-18,0.0021618115715682507,66944.83396220602,67089.55607892222
2026-06-19,0.006116802338510752,67089.55607892222,67499.92963243542
2026-06-22,-0.003735852427780628,67499.92963243542,67247.75985644307
2026-06-23,0.001913036685436964,67247.75985644307,67376.40728806189
2026-06-24,-0.0037974624428898096,67376.40728806189,67120.54791184863
2026-06-25,-0.00433068023994565,67120.54791184863,66829.87028131245
2026-06-26,-0.011119094677269459,66829.87028131245,66086.7826263849
2026-06-29,-0.003900196636095643,66086.7826263849,65829.0311790951
2026-06-30,-0.005528820212930441,65829.0311790951,65465.074300914486
2026-07-01,-0.0018695640610530972,65465.074300914486,65342.683150747325
2026-07-02,-0.008166360668838024,65342.683150747325,64809.07123306872
2026-07-03,-0.008959032595157623,64809.07123306872,64228.44465142976
2026-07-06,0.004097400698810816,64228.44465142976,64491.61432542806
2026-07-07,-0.00517891114577651,64491.61432542806,64157.61798518898
2026-07-08,-0.0016270512714982033,64157.61798518898,64053.23025126989
2026-07-09,0.0013383979676291347,64053.23025126989,64138.95896445827
2026-07-10,0.0013315272517502308,64138.95896445827,64224.361736218336
2026-07-13,-0.0023756674490869045,64224.361736218336,64071.78601060322
2026-07-14,-0.005014899652451277,64071.78601060322,63750.47243320671
2026-07-15,0.00047623796854168177,63750.47243320671,63780.83282869188
2026-07-16,-4.3526415538508445e-06,63780.83282869188,63780.55521358857
2026-07-17,0.0025850292295217514,63780.55521358857,63945.42981309082
2026-07-20,0.0017398371128365397,63945.42981309082,64056.68444507592
2026-07-21,0.0013364731566980481,64056.68444507592,64142.294484343845
2026-07-22,0.007130689453333616,64142.294484343845,64599.67326713598
2026-07-23,-0.0029084652196615934,64599.67326713598,64411.78736423701
2026-07-24,-0.005145553033798933,64411.78736423701,64080.35309635255
2026-07-27,6.804191070841625e-05,64080.35309635255,64084.713246016094
