date,actual_return,predicted_return,actual_price,predicted_price,predicted_price_cumulative
2024-09-18,-0.02446320446857786,-0.0032354791,17573.30078125,17571.025325079416,17571.025325079416
2024-09-19,0.00365828975117366,0.0036280025,18013.98046875,17516.443081318866,17634.77304852919
2024-09-20,-0.0014436869718063017,-0.0018755435,17948.3203125,18079.33546943497,17601.69826454239
2024-09-23,-0.005546482152771648,0.0012328706,17974.26953125,17914.657883229665,17623.39888122313
2024-09-24,-0.00042535762228324003,-0.0018917783,18074.51953125,17996.429333626293,17590.059317359264
2024-09-25,-0.005941528726050138,-0.00083536754,18082.2109375,18040.32630304084,17575.365152838007
2024-09-26,0.0039018112087336743,-0.0004951347,18190.2890625,18067.105798108038,17566.662980068744
2024-09-27,-0.0038253575299947995,0.00047101756,18119.58984375,18181.28239946114,17574.93718673735
2024-09-30,0.015566999022039507,-0.0010838696,18189.169921875,18128.12409633072,17555.88824653788
2024-10-01,-0.0008234124141216492,-0.004518014,17910.359375,18169.455574401654,17476.57049918171
2024-10-02,0.0003704930162229392,-0.0020401292,17925.119140625,17829.439796887338,17440.916038178304
2024-10-03,-0.012094550641307156,-0.00017754245,17918.48046875,17888.549248579424,17437.819535281244
2024-10-04,0.011936532455955051,-0.0034749047,18137.849609375,17915.298823278164,17377.224774395807
2024-10-07,-0.014245211020172066,0.00069055386,17923.900390625,18074.822555638733,17389.224684060784
2024-10-08,-0.005942569540417719,-0.001258214,18182.919921875,17936.278267259942,17367.345318038722
2024-10-09,0.0005233745103045973,-0.002403338,18291.619140625,18160.042273006984,17325.60571752655
2024-10-10,-0.0033194609855524693,-0.001376257,18282.05078125,18247.658546962193,17301.76123059554
2024-10-11,-0.008633879977541281,-0.0016227848,18342.939453125,18256.88972040778,17273.684196039183
2024-10-14,0.01021531989802904,-0.00015578777,18502.689453125,18313.172603276325,17270.993167307715
2024-10-15,-0.002803397935653651,-0.000533877,18315.58984375,18499.806613073917,17261.772581308986
2024-10-16,-0.00035536277830550134,-0.0012856405,18367.080078125,18305.811538563343,17239.580146982447
2024-10-17,-0.006270644842684581,0.0006036611,18373.609375,18343.467128860648,17249.987011168985
2024-10-18,-0.0027216266341216766,0.0014691206,18489.55078125,18384.70107911527,17275.329322714435
2024-10-21,-0.002139949344265313,-0.00055655866,18540.009765625,18516.71443269588,17265.714588547395
2024-10-22,0.016585048909207423,-0.00057655695,18579.76953125,18529.69061546377,17255.759920782668
2024-10-23,-0.0075392966455400945,3.4873905e-05,18276.650390625,18569.057258684887,17256.36169651401
2024-10-24,-0.005568406273756765,-0.0017811632,18415.490234375,18277.28876335197,17225.62530086908
2024-10-25,-0.0026164475914701724,-0.00042951625,18518.609375,18382.689196665655,17218.226614873314
2024-10-28,-0.007778682816528826,-0.0007111113,18567.189453125,18510.655427267775,17205.982539471024
2024-10-29,0.005633099128185881,-0.0019631544,18712.75,18553.986632694257,17172.204538921997
2024-10-30,0.028337940597645828,-0.001071947,18607.9296875,18676.014278531075,17153.796845015637
2024-10-31,-0.007936960900600143,-0.0005198514,18095.150390625,18587.983290702105,17144.879419757486
2024-11-01,0.003297003163893919,0.0006985367,18239.919921875,18085.743233817397,17156.855747123296
2024-11-04,-0.014056459928682319,0.00050260685,18179.98046875,18252.66171774175,17165.478900412192
2024-11-05,-0.028672353425888475,-0.0032418226,18439.169921875,18189.117479044944,17109.831463158593
2024-11-06,-0.014841631289147172,-0.0008048809,18983.470703125,18379.39313811774,17096.060086184127
2024-11-07,-0.0008979394178999511,9.322412e-05,19269.4609375,18968.190886236727,17097.653851280033
2024-11-08,-0.000620789568630209,-0.0017885102,19286.779296875,19271.257268721238,17067.07452224469
2024-11-11,0.0009003171267809584,-0.0019832135,19298.759765625,19252.28495051968,17033.22687013737
2024-11-12,0.002635350400141956,-0.0012405098,19281.400390625,19260.485976118944,17012.09698536408
2024-11-13,0.006440891997918419,-0.001639385,19230.720703125,19257.481970254797,16984.207608591485
2024-11-14,0.022886965911808277,-0.0064149275,19107.650390625,19199.19451056607,16875.255147420525
2024-11-15,-0.0059436213435311025,-0.004900596,18680.119140625,18985.075770778,16792.55633778158
2024-11-18,-0.010304698256508593,-0.0028742086,18791.810546875,18588.575821667677,16744.291027700583
2024-11-19,0.0011246398804447555,-0.00024218565,18987.470703125,18737.799208141514,16740.2358007286
2024-11-20,-0.0003309697392771538,0.0015354415,18966.140625,18982.872437628102,16765.939453389947
2024-11-21,-0.001643393143319849,-0.0013507798,18972.419921875,18995.261534124613,16743.2923613024
2024-11-22,-0.002686427886287923,8.7364715e-05,19003.650390625,18946.792727215914,16744.75513426771
2024-11-25,-0.006230263041290041,6.0794693e-05,19054.83984375,19005.3109373732,16745.773126517583
2024-11-26,0.0059715342793489334,-0.0011756236,19174.30078125,19055.99831584934,16726.086400096076
2024-11-27,-0.008205227332572895,-0.004932829,19060.48046875,19151.75866767112,16643.579473053385
2024-11-29,-0.009574303394665806,-0.00048297655,19218.169921875,18966.458534293575,16635.541014409402
2024-12-02,-0.003950582230641264,-0.0006560252,19403.94921875,19208.88799864787,16624.627680402
2024-12-03,-0.012881046350093128,-4.126836e-05,19480.91015625,19391.22005885234,16623.94160930741
2024-12-04,0.0017694880887217934,0.0008175766,19735.119140625,19480.106638561003,16637.53295493221
2024-12-05,-0.008031803459451314,-0.00029574474,19700.259765625,19751.25333679514,16632.612492021002
2024-12-06,0.00623610552404541,0.0024210785,19859.76953125,19694.433251323877,16672.88135260734
2024-12-09,0.0025117394902134382,0.002512333,19736.689453125,19907.85045950534,16714.76918235639
2024-12-10,-0.017352247992369563,0.0019105357,19687.240234375,19786.274644163204,16746.703346182865
2024-12-11,0.006634770831031256,0.0012255101,20034.890625,19724.85403147177,16767.226601053517
2024-12-12,-0.001198433988752301,-0.0017747694,19902.83984375,20059.442812398076,16737.468640479896
2024-12-13,-0.012251970949455848,-0.0012376852,19926.720703125,19867.51652436331,16716.752923089538
2024-12-16,0.003223923761822567,0.00090136245,20173.890625,19902.057591235614,16731.820776481385
2024-12-17,0.03694026532429007,-0.00073295576,20109.060546875,20192.074188591912,16719.557092140494
