date,actual_return,predicted_return,actual_price,predicted_price,predicted_price_cumulative
2024-07-25,-0.00926569327315152,0.004209491631377115,17181.720703125,17415.41288667064,17415.41288667064
2024-07-26,0.010252765674276132,-0.0019297078836347313,17357.880859375,17148.56500122977,17381.80622712648
2024-07-29,0.000709669542889424,0.0010952261779146317,17370.19921875,17376.891664885312,17400.84323632587
2024-07-30,-0.012825373737482826,-0.00029537137535356106,17147.419921875,17365.068559116593,17395.703525326844
2024-07-31,0.026358511706674248,-0.0007829046445609257,17599.400390625,17133.995127175927,17382.08434824146
2024-08-01,-0.023026352660052707,-2.7239765627635755e-05,17194.150390625,17598.920987083173,17381.610864337694
2024-08-02,-0.024310025495816623,-5.3161184554534505e-05,16776.16015625,17193.236329222826,17380.68683731468
2024-08-05,-0.03433920949487235,0.0001130988022797207,16200.080078125,16778.057519870526,17382.652572178777
2024-08-06,0.010294364623245844,-1.817253129494375e-06,16366.849609375,16200.050638478779,17382.62098349899
2024-08-07,-0.010450394739652702,-0.00026523905608233557,16195.8095703125,16362.508481633567,17378.01043351709
2024-08-08,0.028662349907374374,6.060132555972471e-06,16660.01953125,16195.907719065348,17378.11574656388
2024-08-09,0.0051189165678968696,-2.138499393492768e-05,16745.30078125,16659.66325683337,17377.744115664038
2024-08-12,0.0021085673056129295,3.564141501044367e-05,16780.609375,16745.89760746462,17378.36348305401
2024-08-13,0.024254184750069685,-1.4820384766877617e-06,17187.609375,16780.584505491242,17378.337727650665
2024-08-14,0.00029033906147879485,-7.77405196529082e-05,17192.599609375,17186.273201315595,17376.986726645013
2024-08-15,0.02337635958240125,1.6284654675968143e-06,17594.5,17192.62760692976,17377.015024467826
2024-08-16,0.0021154737631077225,-6.235248240933392e-06,17631.720703125,17594.390293924826,17376.906674465463
2024-08-19,0.013898180004721095,1.0472208179550705e-05,17876.76953125,17631.905346174764,17377.088649049674
2024-08-20,-0.003346805921529139,-4.260077817701969e-07,17816.939453125,17876.76191560707,17377.081246274687
2024-08-21,0.005727739128175591,-2.2902550067558687e-05,17918.990234375,17816.531399777123,17376.683266801418
2024-08-22,-0.016721959277882892,4.814001019677068e-07,17619.349609375,17918.998860578726,17376.691631938516
2024-08-23,0.014667933769104025,-1.8372838364756912e-06,17877.7890625,17619.31723762875,17376.65970602385
2024-08-26,-0.008503262384321975,3.0848497908343944e-06,17725.76953125,17877.844212793847,17376.713310408908
2024-08-27,0.001638900990943437,-1.2559645938759982e-07,17754.8203125,17725.76730495611,17376.71112795524
2024-08-28,-0.011196453251911764,-6.745840030852596e-06,17556.029296875,17754.700541322396,17376.59390744171
2024-08-29,-0.002255613083423591,1.4177583311226783e-07,17516.4296875,17556.03178589568,17376.596371022788
2024-08-30,0.01125739986075569,-5.411593957466849e-07,17713.619140625,17516.420208319494,17376.586967514395
2024-09-03,-0.03259177894657106,9.086314244628627e-07,17136.30078125,17713.635235775993,17376.602756427365
2024-09-04,-0.0030344938889551587,-3.699281619836041e-08,17084.30078125,17136.300147329977,17376.602113617893
2024-09-05,0.0025379660282958127,-1.986970468116131e-06,17127.66015625,17084.26683524888,17376.567586822657
2024-09-06,-0.02550436394346589,4.1759924197155455e-08,16690.830078125,17127.66087149979,17376.568312466803
2024-09-09,0.01160934059858132,-1.5939720426791843e-07,16884.599609375,16690.82741765335,17376.565542690394
2024-09-10,0.008367462259605718,2.6763509925921383e-07,17025.880859375,16884.60412828649,17376.570193269235
2024-09-11,0.02171097287436141,-1.0896153909967038e-08,17395.529296875,17025.88067385838,17376.570003931454
2024-09-12,0.010011215390628214,-5.852570670603292e-07,17569.6796875,17395.519116018546,17376.559834171057
2024-09-13,0.0065055700094134306,1.2300276550444513e-08,17683.98046875,17569.67990361192,17376.56004790755
2024-09-16,-0.00519394428970954,-4.6950038146486784e-08,17592.130859375,17683.979638486442,17376.559232077394
2024-09-17,0.0020423726828324718,7.883123404994828e-08,17628.060546875,17592.132246184385,17376.560601893
2024-09-18,-0.003106397636846503,-3.2094341243912205e-09,17573.30078125,17628.0604902989,17376.560546124074
2024-09-19,0.025076659927780076,-1.7238597332385058e-07,18013.98046875,17573.29775185944,17376.557550648773
2024-09-20,-0.003644955448014686,3.62301504650962e-09,17948.3203125,18013.98053401492,17376.557613604302
2024-09-23,0.001445774217207818,-1.3829013748401402e-08,17974.26953125,17948.32006429243,17376.557373303647
2024-09-24,0.005577417197717205,2.3219538511000244e-08,18074.51953125,17974.269948604244,17376.55777677929
2024-09-25,0.00042553862838246026,-9.453306202108868e-10,18082.2109375,18074.519514163603,17376.557760352698
2024-09-26,0.005977041489758417,-5.0775847844768906e-08,18190.2890625,18082.21001936041,17376.556878043244
2024-09-27,-0.0038866462488355014,1.0671498216797855e-09,18119.58984375,18190.289081911764,17376.556896586637
2024-09-30,0.0038400470830193267,-4.073300654237447e-09,18189.169921875,18119.58976994346,17376.556825806696
2024-10-01,-0.015328382112681838,6.839255722122146e-09,17910.359375,18189.170046275387,17376.556944649412
2024-10-02,0.000824090980865666,-2.7844471801612854e-10,17925.119140625,17910.359370012957,17376.556939811002
2024-10-03,-0.0003703558019848563,-1.4955896205951083e-08,17918.48046875,17925.11887253878,17376.55667992902
2024-10-04,0.012242619624335926,3.143262524772249e-10,18137.849609375,17918.48047438225,17376.55668539093
2024-10-07,-0.011795732314343055,-1.1997802968585765e-09,17923.900390625,18137.849587613568,17376.55666454288
2024-10-08,0.01445106955545672,2.014485292667076e-09,18182.919921875,17923.900426732434,17376.5566995477
2024-10-09,0.005978094784393262,-8.201518002190325e-11,18291.619140625,18182.919920383723,17376.556698122557
2024-10-10,-0.0005231007327147763,-4.405221002057593e-09,18282.05078125,18291.619060046374,17376.556621574986
